上证50	0000161	中国	17	2004-12-31	997.00	842.73	-15.47%
上证50	0000161	中国	17	2005-12-30	836.99	796.40	-4.85%
上证50	0000161	中国	17	2006-12-29	801.41	1805.31	125.27%
上证50	0000161	中国	17	2007-12-28	1842.63	4226.76	129.39%
上证50	0000161	中国	17	2008-12-31	4230.81	1384.91	-67.27%
上证50	0000161	中国	17	2009-12-31	1411.08	2553.80	80.98%
上证50	0000161	中国	17	2010-12-31	2565.11	1977.37	-22.91%
上证50	0000161	中国	17	2011-12-30	1994.36	1617.61	-18.89%
上证50	0000161	中国	17	2012-12-31	1628.17	1857.68	14.1%
上证50	0000161	中国	17	2013-12-31	1885.96	1574.78	-16.5%
上证50	0000161	中国	17	2014-12-31	1570.05	2581.57	64.43%
上证50	0000161	中国	17	2015-12-31	2612.85	2420.80	-7.35%
上证50	0000161	中国	17	2016-12-30	2417.03	2286.90	-5.38%
上证50	0000161	中国	17	2017-12-29	2285.27	2860.44	25.17%
上证50	0000161	中国	17	2018-12-28	2867.53	2293.10	-20.03%
上证50	0000161	中国	17	2019-12-31	2298.18	3063.22	33.29%
上证50	0000161	中国	17	2020-03-13	3073.93	2798.77	-8.95%
上证指数	0000011	中国	31	1990-12-31	96.05	127.61	32.86%
上证指数	0000011	中国	31	1991-12-31	127.61	292.75	129.41%
上证指数	0000011	中国	31	1992-12-31	293.74	780.39	165.67%
上证指数	0000011	中国	31	1993-12-31	784.13	833.80	6.33%
上证指数	0000011	中国	31	1994-12-30	837.70	647.87	-22.66%
上证指数	0000011	中国	31	1995-12-29	637.72	555.29	-12.93%
上证指数	0000011	中国	31	1996-12-31	550.26	917.01	66.65%
上证指数	0000011	中国	31	1997-12-31	914.06	1194.10	30.64%
上证指数	0000011	中国	31	1998-12-31	1200.94	1146.70	-4.52%
上证指数	0000011	中国	31	1999-12-30	1144.88	1366.58	19.36%
上证指数	0000011	中国	31	2000-12-29	1368.69	2073.47	51.49%
上证指数	0000011	中国	31	2001-12-31	2077.07	1645.97	-20.76%
上证指数	0000011	中国	31	2002-12-31	1643.48	1357.65	-17.39%
上证指数	0000011	中国	31	2003-12-31	1347.43	1497.04	11.1%
上证指数	0000011	中国	31	2004-12-31	1492.72	1266.50	-15.15%
上证指数	0000011	中国	31	2005-12-30	1260.78	1161.06	-7.91%
上证指数	0000011	中国	31	2006-12-29	1163.88	2675.47	129.88%
上证指数	0000011	中国	31	2007-12-28	2728.19	5261.56	92.86%
上证指数	0000011	中国	31	2008-12-31	5265.00	1820.81	-65.42%
上证指数	0000011	中国	31	2009-12-31	1849.02	3277.14	77.24%
上证指数	0000011	中国	31	2010-12-31	3289.75	2808.08	-14.64%
上证指数	0000011	中国	31	2011-12-30	2825.33	2199.42	-22.15%
上证指数	0000011	中国	31	2012-12-31	2211.99	2269.13	2.58%
上证指数	0000011	中国	31	2013-12-31	2289.51	2115.98	-7.58%
上证指数	0000011	中国	31	2014-12-31	2112.13	3234.68	53.15%
上证指数	0000011	中国	31	2015-12-31	3258.63	3539.18	8.61%
上证指数	0000011	中国	31	2016-12-30	3536.59	3103.64	-12.24%
上证指数	0000011	中国	31	2017-12-29	3105.31	3307.17	6.5%
上证指数	0000011	中国	31	2018-12-28	3314.03	2493.90	-24.75%
上证指数	0000011	中国	31	2019-12-31	2497.88	3050.12	22.11%
上证指数	0000011	中国	31	2020-03-13	3066.34	2887.43	-5.83%
中小板指	3990052	中国	15	2006-12-29	1457.22	2467.70	69.34%
中小板指	3990052	中国	15	2007-12-28	2483.47	6247.56	151.57%
中小板指	3990052	中国	15	2008-12-31	6261.12	2863.99	-54.26%
中小板指	3990052	中国	15	2009-12-31	2910.56	5631.76	93.49%
中小板指	3990052	中国	15	2010-12-31	5663.63	6828.98	20.58%
中小板指	3990052	中国	15	2011-12-30	6852.90	4295.86	-37.31%
中小板指	3990052	中国	15	2012-12-31	4322.05	4236.60	-1.98%
中小板指	3990052	中国	15	2013-12-31	4253.42	4979.85	17.08%
中小板指	3990052	中国	15	2014-12-31	4975.65	5461.19	9.76%
中小板指	3990052	中国	15	2015-12-31	5476.31	8393.83	53.28%
中小板指	3990052	中国	15	2016-12-30	8385.00	6472.23	-22.81%
中小板指	3990052	中国	15	2017-12-29	6492.00	7554.86	16.37%
中小板指	3990052	中国	15	2018-12-28	7576.55	4703.03	-37.93%
中小板指	3990052	中国	15	2019-12-31	4716.57	6632.68	40.63%
中小板指	3990052	中国	15	2020-03-13	6686.61	7052.24	5.47%
中证1000	0008521	中国	16	2005-12-30	996.28	842.74	-15.41%
中证1000	0008521	中国	16	2006-12-29	843.92	1485.10	75.98%
中证1000	0008521	中国	16	2007-12-28	1492.67	4493.42	201.03%
中证1000	0008521	中国	16	2008-12-31	4508.45	1830.82	-59.39%
中证1000	0008521	中国	16	2009-12-31	1856.37	4391.28	136.55%
中证1000	0008521	中国	16	2010-12-31	4413.75	5155.56	16.81%
中证1000	0008521	中国	16	2011-12-30	5179.36	3456.29	-33.27%
中证1000	0008521	中国	16	2012-12-31	3478.34	3406.80	-2.06%
中证1000	0008521	中国	16	2013-12-31	3427.27	4482.86	30.8%
中证1000	0008521	中国	16	2014-12-31	4477.76	6027.52	34.61%
中证1000	0008521	中国	16	2015-12-31	6025.75	10614.38	76.15%
中证1000	0008521	中国	16	2016-12-30	10598.27	8490.86	-19.88%
中证1000	0008521	中国	16	2017-12-29	8503.66	7017.35	-17.48%
中证1000	0008521	中国	16	2018-12-28	7027.63	4430.02	-36.96%
中证1000	0008521	中国	16	2019-12-31	4436.75	5567.03	25.48%
中证1000	0008521	中国	16	2020-03-13	5603.93	5945.46	6.09%
中证500	3999052	中国	14	2007-12-28	1881.47	4947.60	162.96%
中证500	3999052	中国	14	2008-12-31	4963.05	1939.43	-60.92%
中证500	3999052	中国	14	2009-12-31	1969.63	4485.25	127.72%
中证500	3999052	中国	14	2010-12-31	4508.93	4936.72	9.49%
中证500	3999052	中国	14	2011-12-30	4964.21	3266.77	-34.19%
中证500	3999052	中国	14	2012-12-31	3290.82	3275.86	-0.45%
中证500	3999052	中国	14	2013-12-31	3297.04	3829.10	16.14%
中证500	3999052	中国	14	2014-12-31	3823.32	5322.71	39.22%
中证500	3999052	中国	14	2015-12-31	5338.75	7617.69	42.69%
中证500	3999052	中国	14	2016-12-30	7615.51	6263.62	-17.75%
中证500	3999052	中国	14	2017-12-29	6273.82	6250.82	-0.37%
中证500	3999052	中国	14	2018-12-28	6263.15	4168.04	-33.45%
中证500	3999052	中国	14	2019-12-31	4176.11	5267.66	26.14%
中证500	3999052	中国	14	2020-03-13	5306.67	5457.20	2.84%
中证传媒	3999712	中国	7	2014-12-31	1770.50	1829.76	3.35%
中证传媒	3999712	中国	7	2015-12-31	1831.45	3098.67	69.19%
中证传媒	3999712	中国	7	2016-12-30	3090.16	2097.31	-32.13%
中证传媒	3999712	中国	7	2017-12-29	2100.78	1725.70	-17.85%
中证传媒	3999712	中国	7	2018-12-28	1728.53	1088.52	-37.03%
中证传媒	3999712	中国	7	2019-12-31	1091.34	1379.16	26.37%
中证传媒	3999712	中国	7	2020-03-13	1389.21	1411.43	1.6%
中证环保	0008271	中国	9	2012-12-31	870.45	898.00	3.17%
中证环保	0008271	中国	9	2013-12-31	904.93	1182.95	30.72%
中证环保	0008271	中国	9	2014-12-31	1181.94	1521.70	28.75%
中证环保	0008271	中国	9	2015-12-31	1524.66	2122.02	39.18%
中证环保	0008271	中国	9	2016-12-30	2121.15	1757.73	-17.13%
中证环保	0008271	中国	9	2017-12-29	1759.64	1739.44	-1.15%
中证环保	0008271	中国	9	2018-12-28	1743.73	1061.18	-39.14%
中证环保	0008271	中国	9	2019-12-31	1063.75	1269.28	19.32%
中证环保	0008271	中国	9	2020-03-13	1277.19	1332.09	4.3%
中证红利	0009221	中国	13	2008-12-31	2759.80	1711.02	-38.0%
中证红利	0009221	中国	13	2009-12-31	1729.75	3566.12	106.16%
中证红利	0009221	中国	13	2010-12-31	3584.43	3092.60	-13.72%
中证红利	0009221	中国	13	2011-12-30	3123.98	2363.78	-24.33%
中证红利	0009221	中国	13	2012-12-31	2380.35	2530.56	6.31%
中证红利	0009221	中国	13	2013-12-31	2562.03	2273.68	-11.25%
中证红利	0009221	中国	13	2014-12-31	2267.85	3448.80	52.07%
中证红利	0009221	中国	13	2015-12-31	3470.71	4375.17	26.06%
中证红利	0009221	中国	13	2016-12-30	4368.30	4040.73	-7.5%
中证红利	0009221	中国	13	2017-12-29	4045.25	4750.79	17.44%
中证红利	0009221	中国	13	2018-12-28	4764.31	3836.87	-19.47%
中证红利	0009221	中国	13	2019-12-31	3839.11	4440.59	15.67%
中证红利	0009221	中国	13	2020-03-13	4473.17	4169.40	-6.79%
中证转债	0008321	中国	9	2012-12-31	272.91	282.50	3.51%
中证转债	0008321	中国	9	2013-12-31	284.01	278.50	-1.94%
中证转债	0008321	中国	9	2014-12-31	278.01	437.08	57.22%
中证转债	0008321	中国	9	2015-12-31	442.26	321.10	-27.4%
中证转债	0008321	中国	9	2016-12-30	321.43	283.34	-11.85%
中证转债	0008321	中国	9	2017-12-29	283.34	282.88	-0.16%
中证转债	0008321	中国	9	2018-12-28	283.35	279.60	-1.32%
中证转债	0008321	中国	9	2019-12-31	279.61	349.91	25.14%
中证转债	0008321	中国	9	2020-03-13	350.77	356.40	1.61%
中证银行	3999862	中国	6	2015-12-31	6094.63	5962.16	-2.17%
中证银行	3999862	中国	6	2016-12-30	5941.02	5702.88	-4.01%
中证银行	3999862	中国	6	2017-12-29	5705.43	6522.55	14.32%
中证银行	3999862	中国	6	2018-12-28	6531.36	5564.16	-14.81%
中证银行	3999862	中国	6	2019-12-31	5559.92	6824.51	22.74%
中证银行	3999862	中国	6	2020-03-13	6892.44	6091.88	-11.62%
俄罗斯	RTS_UI	欧洲	24	1997-12-30	100.00	85.05	-14.95%
俄罗斯	RTS_UI	欧洲	24	1998-12-31	88.97	45.34	-49.04%
俄罗斯	RTS_UI	欧洲	24	1999-12-30	45.60	151.87	233.05%
俄罗斯	RTS_UI	欧洲	24	2000-12-28	173.00	144.39	-16.54%
俄罗斯	RTS_UI	欧洲	24	2001-12-28	135.73	236.24	74.05%
俄罗斯	RTS_UI	欧洲	24	2002-12-31	239.31	318.91	33.26%
俄罗斯	RTS_UI	欧洲	24	2003-12-30	318.91	514.71	61.4%
俄罗斯	RTS_UI	欧洲	24	2004-12-30	522.60	552.22	5.67%
俄罗斯	RTS_UI	欧洲	24	2005-12-30	552.22	1011.00	83.08%
俄罗斯	RTS_UI	欧洲	24	2006-12-29	1028.92	1693.47	64.59%
俄罗斯	RTS_UI	欧洲	24	2007-12-28	1664.49	1888.86	13.48%
俄罗斯	RTS_UI	欧洲	24	2008-12-31	1888.86	619.53	-67.2%
俄罗斯	RTS_UI	欧洲	24	2009-12-31	619.53	1370.01	121.14%
俄罗斯	RTS_UI	欧洲	24	2010-12-30	1370.01	1687.99	23.21%
俄罗斯	RTS_UI	欧洲	24	2011-12-30	1687.99	1381.35	-18.17%
俄罗斯	RTS_UI	欧洲	24	2012-12-28	1381.87	1526.98	10.5%
俄罗斯	RTS_UI	欧洲	24	2013-12-30	1555.87	1440.70	-7.4%
俄罗斯	RTS_UI	欧洲	24	2014-12-30	1388.28	794.19	-42.79%
俄罗斯	RTS_UI	欧洲	24	2015-12-30	786.49	757.28	-3.71%
俄罗斯	RTS_UI	欧洲	24	2016-12-30	755.16	1149.63	52.24%
俄罗斯	RTS_UI	欧洲	24	2017-12-29	1147.29	1154.43	0.62%
俄罗斯	RTS_UI	欧洲	24	2018-12-28	1156.44	1068.72	-7.59%
俄罗斯	RTS_UI	欧洲	24	2019-12-30	1068.78	1548.92	44.92%
俄罗斯	RTS_UI	欧洲	24	2020-03-13	1554.72	991.69	-36.21%
全指信息	0009931	中国	10	2011-12-30	3036.27	2219.02	-26.92%
全指信息	0009931	中国	10	2012-12-31	2234.94	2152.07	-3.71%
全指信息	0009931	中国	10	2013-12-31	2163.91	3408.49	57.52%
全指信息	0009931	中国	10	2014-12-31	3398.39	4388.26	29.13%
全指信息	0009931	中国	10	2015-12-31	4395.43	7944.96	80.76%
全指信息	0009931	中国	10	2016-12-30	7926.83	5896.50	-25.61%
全指信息	0009931	中国	10	2017-12-29	5907.48	5780.15	-2.16%
全指信息	0009931	中国	10	2018-12-28	5800.20	3744.44	-35.44%
全指信息	0009931	中国	10	2019-12-31	3755.88	5861.10	56.05%
全指信息	0009931	中国	10	2020-03-13	5911.05	6668.30	12.81%
全指医药	0009911	中国	10	2011-12-30	5921.93	4500.14	-24.01%
全指医药	0009911	中国	10	2012-12-31	4526.53	4901.84	8.29%
全指医药	0009911	中国	10	2013-12-31	4916.80	6609.94	34.44%
全指医药	0009911	中国	10	2014-12-31	6610.24	7445.90	12.64%
全指医药	0009911	中国	10	2015-12-31	7448.39	11200.78	50.38%
全指医药	0009911	中国	10	2016-12-30	11174.84	9608.38	-14.02%
全指医药	0009911	中国	10	2017-12-29	9628.72	10098.17	4.88%
全指医药	0009911	中国	10	2018-12-28	10108.01	7431.98	-26.47%
全指医药	0009911	中国	10	2019-12-31	7426.74	9982.16	34.41%
全指医药	0009911	中国	10	2020-03-13	10020.34	10582.92	5.61%
全指消费	0009901	中国	10	2011-12-30	7037.26	5712.13	-18.83%
全指消费	0009901	中国	10	2012-12-31	5732.11	5610.52	-2.12%
全指消费	0009901	中国	10	2013-12-31	5636.49	5684.35	0.85%
全指消费	0009901	中国	10	2014-12-31	5668.59	6656.00	17.42%
全指消费	0009901	中国	10	2015-12-31	6667.84	8937.25	34.04%
全指消费	0009901	中国	10	2016-12-30	8911.20	8767.55	-1.61%
全指消费	0009901	中国	10	2017-12-29	8780.68	11328.85	29.02%
全指消费	0009901	中国	10	2018-12-28	11361.02	8857.43	-22.04%
全指消费	0009901	中国	10	2019-12-31	8918.56	14117.33	58.29%
全指消费	0009901	中国	10	2020-03-13	14101.20	14184.42	0.59%
全指金融	0009921	中国	10	2011-12-30	3447.29	3019.14	-12.42%
全指金融	0009921	中国	10	2012-12-31	3036.83	3684.30	21.32%
全指金融	0009921	中国	10	2013-12-31	3742.17	3350.18	-10.47%
全指金融	0009921	中国	10	2014-12-31	3336.09	6162.51	84.72%
全指金融	0009921	中国	10	2015-12-31	6236.61	6008.03	-3.67%
全指金融	0009921	中国	10	2016-12-30	5987.11	5319.75	-11.15%
全指金融	0009921	中国	10	2017-12-29	5320.96	6085.09	14.36%
全指金融	0009921	中国	10	2018-12-28	6101.25	4769.22	-21.83%
全指金融	0009921	中国	10	2019-12-31	4767.80	6251.02	31.11%
全指金融	0009921	中国	10	2020-03-13	6331.67	5704.88	-9.9%
养老产业	3998122	中国	16	2005-12-30	996.03	873.81	-12.27%
养老产业	3998122	中国	16	2006-12-29	873.36	1626.42	86.23%
养老产业	3998122	中国	16	2007-12-28	1640.83	5003.62	204.94%
养老产业	3998122	中国	16	2008-12-31	5021.20	2235.28	-55.48%
养老产业	3998122	中国	16	2009-12-31	2263.98	4608.59	103.56%
养老产业	3998122	中国	16	2010-12-31	4630.41	5015.12	8.31%
养老产业	3998122	中国	16	2011-12-30	5028.58	3527.07	-29.86%
养老产业	3998122	中国	16	2012-12-31	3553.24	3645.57	2.6%
养老产业	3998122	中国	16	2013-12-31	3668.34	5508.27	50.16%
养老产业	3998122	中国	16	2014-12-31	5510.22	6630.09	20.32%
养老产业	3998122	中国	16	2015-12-31	6650.93	9919.09	49.14%
养老产业	3998122	中国	16	2016-12-30	9885.17	7874.08	-20.34%
养老产业	3998122	中国	16	2017-12-29	7885.16	8541.10	8.32%
养老产业	3998122	中国	16	2018-12-28	8553.92	6121.10	-28.44%
养老产业	3998122	中国	16	2019-12-31	6120.51	7540.75	23.2%
养老产业	3998122	中国	16	2020-03-13	7586.59	7526.35	-0.79%
创业板指	3990062	中国	11	2010-12-31	986.02	1137.66	15.38%
创业板指	3990062	中国	11	2011-12-30	1142.17	729.50	-36.13%
创业板指	3990062	中国	11	2012-12-31	734.74	713.86	-2.84%
创业板指	3990062	中国	11	2013-12-31	717.30	1304.44	81.85%
创业板指	3990062	中国	11	2014-12-31	1302.30	1471.76	13.01%
创业板指	3990062	中国	11	2015-12-31	1470.58	2714.05	84.56%
创业板指	3990062	中国	11	2016-12-30	2706.28	1962.06	-27.5%
创业板指	3990062	中国	11	2017-12-29	1965.04	1752.65	-10.81%
创业板指	3990062	中国	11	2018-12-28	1759.02	1250.53	-28.91%
创业板指	3990062	中国	11	2019-12-31	1250.62	1798.12	43.78%
创业板指	3990062	中国	11	2020-03-13	1811.22	2030.58	12.11%
加拿大	TSX_UI	美洲	31	1990-12-31	3749.40	3256.80	-13.14%
加拿大	TSX_UI	美洲	31	1991-12-31	3256.80	3512.36	7.85%
加拿大	TSX_UI	美洲	31	1992-12-31	3512.40	3350.44	-4.61%
加拿大	TSX_UI	美洲	31	1993-12-31	3350.40	4321.43	28.98%
加拿大	TSX_UI	美洲	31	1994-12-30	4321.40	4213.61	-2.49%
加拿大	TSX_UI	美洲	31	1995-12-29	4204.60	4713.54	12.1%
加拿大	TSX_UI	美洲	31	1996-12-31	4713.50	5927.03	25.75%
加拿大	TSX_UI	美洲	31	1997-12-31	5927.00	6699.44	13.03%
加拿大	TSX_UI	美洲	31	1998-12-31	6699.40	6485.94	-3.19%
加拿大	TSX_UI	美洲	31	1999-12-31	6485.90	8413.75	29.72%
加拿大	TSX_UI	美洲	31	2000-12-29	8413.80	8933.70	6.18%
加拿大	TSX_UI	美洲	31	2001-12-31	8933.70	7688.41	-13.94%
加拿大	TSX_UI	美洲	31	2002-12-31	7679.58	6614.54	-13.87%
加拿大	TSX_UI	美洲	31	2003-12-31	6632.29	8220.89	23.95%
加拿大	TSX_UI	美洲	31	2004-12-31	8241.17	9246.65	12.2%
加拿大	TSX_UI	美洲	31	2005-12-30	9190.12	11272.26	22.66%
加拿大	TSX_UI	美洲	31	2006-12-29	11304.64	12908.39	14.19%
加拿大	TSX_UI	美洲	31	2007-12-31	12924.53	13833.06	7.03%
加拿大	TSX_UI	美洲	31	2008-12-31	13907.73	8987.70	-35.38%
加拿大	TSX_UI	美洲	31	2009-12-31	8951.85	11746.11	31.21%
加拿大	TSX_UI	美洲	31	2010-12-31	11847.34	13443.22	13.47%
加拿大	TSX_UI	美洲	31	2011-12-30	13529.98	11955.09	-11.64%
加拿大	TSX_UI	美洲	31	2012-12-31	12097.23	12433.53	2.78%
加拿大	TSX_UI	美洲	31	2013-12-31	12571.76	13621.55	8.35%
加拿大	TSX_UI	美洲	31	2014-12-31	13608.35	14632.44	7.53%
加拿大	TSX_UI	美洲	31	2015-12-31	14637.34	13009.95	-11.12%
加拿大	TSX_UI	美洲	31	2016-12-30	12920.64	15287.59	18.32%
加拿大	TSX_UI	美洲	31	2017-12-29	15401.69	16203.56	5.21%
加拿大	TSX_UI	美洲	31	2018-12-31	16200.06	14322.86	-11.59%
加拿大	TSX_UI	美洲	31	2019-12-31	14175.28	17060.31	20.35%
加拿大	TSX_UI	美洲	31	2020-03-13	17131.63	13665.57	-20.23%
印尼雅加达综合	JKSE_UI	亚洲	24	1997-12-30	725.03	401.71	-44.59%
印尼雅加达综合	JKSE_UI	亚洲	24	1998-12-30	402.10	398.04	-1.01%
印尼雅加达综合	JKSE_UI	亚洲	24	1999-12-30	393.96	676.92	71.82%
印尼雅加达综合	JKSE_UI	亚洲	24	2000-12-22	677.47	416.32	-38.55%
印尼雅加达综合	JKSE_UI	亚洲	24	2001-12-28	415.37	392.04	-5.62%
印尼雅加达综合	JKSE_UI	亚洲	24	2002-12-27	387.31	424.94	9.72%
印尼雅加达综合	JKSE_UI	亚洲	24	2003-12-30	410.13	691.89	68.7%
印尼雅加达综合	JKSE_UI	亚洲	24	2004-12-30	691.37	1000.23	44.67%
印尼雅加达综合	JKSE_UI	亚洲	24	2005-12-29	1000.55	1162.63	16.2%
印尼雅加达综合	JKSE_UI	亚洲	24	2006-12-28	1161.97	1805.52	55.38%
印尼雅加达综合	JKSE_UI	亚洲	24	2007-12-28	1813.45	2745.82	51.41%
印尼雅加达综合	JKSE_UI	亚洲	24	2008-12-30	2739.58	1355.40	-50.53%
印尼雅加达综合	JKSE_UI	亚洲	24	2009-12-30	1386.57	2534.36	82.78%
印尼雅加达综合	JKSE_UI	亚洲	24	2010-12-14	2534.08	3703.51	46.15%
印尼雅加达综合	JKSE_UI	亚洲	24	2011-12-30	3704.44	3821.99	3.17%
印尼雅加达综合	JKSE_UI	亚洲	24	2012-12-28	3821.20	4316.69	12.97%
印尼雅加达综合	JKSE_UI	亚洲	24	2013-12-30	4422.35	4274.18	-3.35%
印尼雅加达综合	JKSE_UI	亚洲	24	2014-12-30	4294.50	5226.95	21.71%
印尼雅加达综合	JKSE_UI	亚洲	24	2015-12-30	5233.80	4593.01	-12.24%
印尼雅加达综合	JKSE_UI	亚洲	24	2016-12-30	4580.17	5296.71	15.64%
印尼雅加达综合	JKSE_UI	亚洲	24	2017-12-29	5291.29	6355.65	20.12%
印尼雅加达综合	JKSE_UI	亚洲	24	2018-12-28	6361.91	6194.50	-2.63%
印尼雅加达综合	JKSE_UI	亚洲	24	2019-12-30	6199.56	6299.54	1.61%
印尼雅加达综合	JKSE_UI	亚洲	24	2020-03-13	6308.88	4907.57	-22.21%
印度	SENSEX_UI	亚洲	31	1990-12-24	783.35	1048.29	33.82%
印度	SENSEX_UI	亚洲	31	1991-12-24	1027.38	1908.85	85.8%
印度	SENSEX_UI	亚洲	31	1992-12-24	1975.33	2615.37	32.4%
印度	SENSEX_UI	亚洲	31	1993-12-24	2617.78	3346.06	27.82%
印度	SENSEX_UI	亚洲	31	1994-12-23	3436.87	3926.90	14.26%
印度	SENSEX_UI	亚洲	31	1995-12-22	3926.90	3110.49	-20.79%
印度	SENSEX_UI	亚洲	31	1996-12-24	3114.08	3085.20	-0.93%
印度	SENSEX_UI	亚洲	31	1997-12-31	3096.65	3658.98	18.16%
印度	SENSEX_UI	亚洲	31	1998-12-31	3658.34	3055.41	-16.48%
